text,url,category
Dhacdadii ugu naxdin badnayd oo ka dhex dhacdey Hotel ku yalla Muqdisho | Sidee dambiilihii gabadhan diley u baxsadey ? Ma saaxibteed ayaa shirqooshey oo hada xiran ?,https://www.facebook.com/MunasarMohamedAbd,crime-related
"Top fan Ifraax Aragsan · Follow Midna hana qarxiyo midna hana dhaco iimaanka alle idinka qaad dheh, waaba inka qaadaye 3w Like Reply See translation 271",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Abdihaziiz Obiley Dalkan waxuu ubahan yahay 5 golaha sare uma bahno barlamaan Dolar iska qaato waa in lakala diraa dhamantood dalkana lugu so… See more 3w Like Reply See translation 20,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Warda Abiikar Abdihaziiz Obiley waa runtaa wlhi 3w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Abdullahi Møallim Shacabka lama dareen tihiin wayo 2022 adinka xasan dortay oo umada somaliyed musibada geliyay 3w Like Reply See translation 15,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Daawo Mohammed Abdullahi Møallim CIIDANKU DULQAAD BADANA,WAR KUWAAN IN BUDH IYO QORIGA BAADKIISA LAGU GARAACO AYEY ASTAAHILAAN,WAA MUNAAFAQIIN CIYAALA SUUQ AH. 3w Like Reply See translation",https://www.facebook.com/MunasarMohamedAbd,crime-related
A son of AS Axmed Godane was arrested in Mogadishu after a report that he was robbing people | What do you kno… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
A son of AS Axmed Godane was arrested in Mogadishu after a report that he was robbing people | What do you kno… See more,https://www.facebook.com/MunasarMohamedAbd,crime-related
Wiil uu dhaley Horjoogii AS Axmed Godane oo lagu qabtey Muqdisho kadib warbixin aan baahiney isagoo dad dhacaya | Maxaa kala socotaa xogtan ? Sii gudbi,https://www.facebook.com/MunasarMohamedAbd,crime-related
"Midna hana qarxiyo midna hana dhaco iimaanka alle idinka qaad dheh, waaba inka qaadaye",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Shame and Fadeexo happened to dictator Xasan Sheikh and the opposition parliament who refused the desire of Ad… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Shame and Fadeexo happened to dictator Xasan Sheikh and the opposition parliament who refused the desire of Ad… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ceeb & Fadeexo ku dhacdey keligii Taliye Xasan Sheikh & Xildhibaanada mucaaradka oo diidey damacii Aadan Madoobe & MW Xasan | Kaamirooyinka qarsoon maxay duubeen ? Sii gudbi,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Dalkan waxuu ubahan yahay 5 golaha sare uma bahno barlamaan Dolar iska qaato waa in lakala diraa dhamantood dalkana lugu so… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The parliament of the opposition who talked about the abuse that was done to them when they took over the parliament. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The parliament of the opposition who talked about the abuse that was done to them when they took over the parliament.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Shacabka lama dareen tihiin wayo 2022 adinka xasan dortay oo umada somaliyed musibada geliyay,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Abdullahi Møallim CIIDANKU DULQAAD BADANA,WAR KUWAAN IN BUDH IYO QORIGA BAADKIISA LAGU GARAACO AYEY ASTAAHILAAN,WAA MUNAAFAQIIN CIYAALA SUUQ AH.",https://www.facebook.com/MunasarMohamedAbd,crime-related
"Breaking news"" Qaryaqaan has been imprisoned | Macalin Mahdi who put his cousin in jail tonight and refused to… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,crime-related
"Breaking news"" Qaryaqaan has been imprisoned | Macalin Mahdi who put his cousin in jail tonight and refused to… See more",https://www.facebook.com/MunasarMohamedAbd,crime-related
Mohmed Ahmed Mohamed Madaxweyne Hassan Sheikh Mohamud hadii ay wax u jiraan sida wax loo sheegayo waa kugu ceeb in aad dhacdo mujaahidiintii dalka… See more 3w Like Reply See translation 8,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Top fan Kamaal Ibrahim Qoftana u jedaa Uma jedi Hospital 3w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ismaan Macalin Barahada quraanka online xifdinta quraanka tajwiid qoraalka carabiga Axaadiista watssbka kala xiriir https://wa.me/+252616476452 3w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Abdi Mohamed Ismail · Follow Dhuxulow isagaaba ugu weyn dadka wax tahriibiya. Abdulkadir Farah Dulyar ayaa marqaati iiga ah. 3w Like Reply See translation 2,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid0SQRNt25Wq7xRtBvBncpAU3FvUHNbWsEPfquDnsf1X859iHc8gFNE4E6qc89NxddPl,not crime-related
Sadaam Xaaji Osman Abdulle HCongratulations 3w Like Reply,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid0EMoZeKQ8DAgWWiUHMVkZtZT4Cgjz2vEXxbA9xHoT9KBZkGuoc8CNRaVS1xjmNrapl,not crime-related
Kaizer Dahir Waxa ahay Duduble ha kaliya aan tagin halkaan 2030 aadi raba 3w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Maxamed Cali Suraadatu luqman rabi subxanahu watacaala ayaada u dambeysa waxa inogu shega 5 wax ok alllah asiga shegi karo cid kle ana she… See more 3w Like Reply See translation 4,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ceeb weyn oo heysata Dowlada Xasan Sheikh :- Dhulka Wasiirkii arimaha gudaha ee xilligii Dowladii Rayidka ee ka hore… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
