text,url,category
"Whenever you reach the success you wanted, go back to Allah and prostrate. You will reach many victories in th… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Markasta oo aad guul aad rabtey gaarto Alle u laabo una sajuud. Waxaad gaareeysaa guulo badan oo Adduun & Aakhiraba ah . Dr Maryan Khaasim inta dadku eysan u mahadcelin Alle ayay xasuusatey waana sababta guusheeda .,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Abdiwali Omar, one of the most influential youth in Mogadishu, has given medical advice and computer checkup a… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Abdiwali Omar, one of the most influential youth in Mogadishu, has given medical advice and computer checkup a… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related
Cusmaan Cabdule Asc 2w Like Reply,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid0JoeaSpL269gGdmCyt65WsqKz72YbZCqpB2kaGr1mWiEBneEZNeVDbWKWsEozBLFXl,not crime-related
Suldanka Reer Abdulahi M.a mar qan boy 2w Like Reply,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid02YFBxsUNFCfRW2MaiF8dwDNnLEQfPxHD9PQea6bHtgZfigiNQNGJdL8mDwoA2XyRUl,not crime-related
Jowhara Sheekh Cabdulaahi They've gone beyond advertising 2w Like Reply 18,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Health has no shame everyone should seek medicine when these situations arise. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Health has no shame everyone should seek medicine when these situations arise.,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The Somali Police Commander Sarreye Guuto Asad Osman Abdullahi welcomed senior members from the Turkish govern… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
The Somali Police Commander Sarreye Guuto Asad Osman Abdullahi welcomed senior members from the Turkish govern… See more,https://www.facebook.com/MunasarMohamedAbd,crime-related
The Somali students who used to have a problem has found a solution | UK or USA you can even go to their unive… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The Somali students who used to have a problem has found a solution | UK or USA you can even go to their unive… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Dhib heysan jirey Ardeyda Soomaaliyeed oo xal loo helay | UK ama USA xittaa jaamacadooda ayaad toos u geli kartaa adigoo Englishka biyo oo kale u cabaya |,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Faadumo Maxamuud Kkkkkk ar munasar aa 3w Like Reply See translation 2,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid035q5abnejqE8oUWoy9DyZhsNYgkzkPbmvMf5EXjxbYcGR51nAxoVJQphomLbmog8Vl,not crime-related
Nimco Hassan Konfur galbed haddu ka dhici laha cadalad beey heli leheed iyada io familkeda gobalka cadalada waa konfur galbed yaa rabi xaqe… See more 3w Like Reply See translation Edited 113,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Mohsen Mana Dhagahaka qaban laha 2w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid0T3fLR8SfQJoyBatwVvQxMynES2FPXWkZL6RbK2QjpjB593aFXQrRjzk33aeF4EnFl,not crime-related
Fiqi Cumar · Follow Ma shir dhacay oo Coffee lagu cabbay kadibna lagu kala tagay baad guul la dhigaysaa Munasar Maxamed ow. Ficilka iyo xaqiida is waafaji 3w Like Reply See translation 2,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The Federal Government has retreated many soldiers from Garoowe and Kismayo.… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
The Federal Government has retreated many soldiers from Garoowe and Kismayo.… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
DF waxay dib u celisey askar xad dhaaf ah oo Garoowe & Kismaayo ka kala imaan lahaa . Amniga labada masuul waa Maodobe & Deni waxaa ku filan ciidanka Qaranka balse labadan masuul ma aaminsana ninka dadka hortood ka caddeeyay in marba uu nuuc yahay oo isbadbadalo waa Xasan Sheikhe . Adigu nin toos u cadeeystay inuu gelinba nuuc uu noqdo miyaad naftaada ku aamini lahayd ?,https://www.facebook.com/MunasarMohamedAbd,crime-related
Breaking news:- Luusiina was arrested while she was looking for a lawyer. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Breaking news:- Luusiina was arrested while she was looking for a lawyer.,https://www.facebook.com/MunasarMohamedAbd,crime-related
Degdeg:- Luusiina oo la xirey iyada oo fakineysa Garyaqaan .,https://www.facebook.com/MunasarMohamedAbd,not crime-related
"Breaking news"" Qaryaqaan has been imprisoned | Macalin Mahdi who put his cousin in jail tonight and refused to… See more · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,crime-related
"Breaking news"" Qaryaqaan has been imprisoned | Macalin Mahdi who put his cousin in jail tonight and refused to… See more",https://www.facebook.com/MunasarMohamedAbd,crime-related
An incident that shocked the people of Beledweyne has occurred | Why are these three boys who were committed t… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
An incident that shocked the people of Beledweyne has occurred | Why are these three boys who were committed t… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Dhacdo ka nixisey dadka Beledweyne oo dhacdey | Maxaa loo qaban la'yahay saddexdan wiil ee falka qalbi jabka laga qaadey sameeyay ? Sii gudbi sabab u noqo in la qabto,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Konfur galbed haddu ka dhici laha cadalad beey heli leheed iyada io familkeda gobalka cadalada waa konfur galbed yaa rabi xaqe… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Meeshaas ayuu isku maqiiqey laakiin muxuu ka faa’iidey? Darawalada bajaajta qaarkood waaba kaa yaabinayaan . … See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
A historic victory reached Somalia and President Hassan became present on a big day that was made possible by … See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
A historic victory reached Somalia and President Hassan became present on a big day that was made possible by … See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Ma shir dhacay oo Coffee lagu cabbay kadibna lagu kala tagay baad guul la dhigaysaa Munasar Maxamed ow. Ficilka iyo xaqiida is waafaji,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Kaizer Dahir Waxa ahay Duduble ha kaliya aan tagin halkaan 2030 aadi raba 3w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Maxamed Cali Suraadatu luqman rabi subxanahu watacaala ayaada u dambeysa waxa inogu shega 5 wax ok alllah asiga shegi karo cid kle ana she… See more 3w Like Reply See translation 4,https://www.facebook.com/MunasarMohamedAbd,not crime-related
Filsan Daahir Iska dhiciya tuugada iyo daba dhilifka maqaarow waaa idin ka hayaaa 3w Like Reply See translation 16,https://www.facebook.com/MunasarMohamedAbd,crime-related
Farhiyo Ciise Filsan Daahir maqar markaad leedahay waa murusade koow dagaalana wiilku. Madhasho wiil baa ku dhinta 3w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,crime-related
Siidcali Mustaf ilmihii miyaa hadana 3w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid02KQU3VWV8CpudxrWojxQBDbmZc7xDe7n9kBxLTsa83noCsnebUVd12eHh6qRwD3Dl,not crime-related
