text,url,category,region
1:gabadha mxay ahan jirtay qof side ah ? 2: reerka ma jira qof hub hesta sida baskolad? 3:family ka bastolada lahelay ma aqonsaden mise hada aya ugu horeso? 4: majira guriga wax udhaw o camera ah? 5: hadaysan xabada waiifto ehen mala maqlay dhawaqa xabada? Allaha unaxariisto kiskan wax badan baa mugdi ku jiro,https://www.facebook.com/MunasarMohamedAbd,crime-related,Unknown
1:gabadha mxay ahan jirtay qof side ah ?,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
2: reerka ma jira qof hub hesta sida baskolad?,https://www.facebook.com/MunasarMohamedAbd,crime-related,Unknown
3:family ka bastolada lahelay ma aqonsaden mise hada aya ugu horeso?,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
5: hadaysan xabada waiifto ehen mala maqlay dhawaqa xabada? Allaha unaxariisto kiskan wax badan baa mugdi ku jiro,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Breaking: Heavy fighting is going on in Marka town. The army of the two tribes who are fighting in the area mostly had conflicts that caused a chaos. People are keeping a garden on the ground. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Breaking: Heavy fighting is going on in Marka town. The army of the two tribes who are fighting in the area mostly had conflicts that caused a chaos. People are keeping a garden on the ground.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Breaking: Heavy fighting is going on in Marka town.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
The army of the two tribes who are fighting in the area mostly had conflicts that caused a chaos.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
People are keeping a garden on the ground.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Reer Tolkeey Bimaal jaad ma cunaan beh ywaye reerka kle,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Breaking news: A plane that was about to take civilians to Dhobley has ordered the government to replace it wi… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Breaking news: A plane that was about to take civilians to Dhobley has ordered the government to replace it wi… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
PWcIuztT7a9HPyzjE4SyU3kCgvqqkmY0vGsjX88c,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Degdeg: Ciidanka badbaadada KG oo buurkahaba ku soo bandhigey tiro & cudud ciidan . … See more,https://www.facebook.com/MunasarMohamedAbd,crime-related,Unknown
"magaca Al-wahaab waa magac kamid ah magacyadda Rabbi, micnihiisu waa Allaha bixinta badan, wax bixintiisa ey badan tahay, Bara… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Ali Nur Mohamed Qabiilka waa sida basasha somalia marka lajogo jifo walba midka dowlada ugu jira Ayey Xumaan io wanaagba ku taageereysa waana sababta dalka u hormari weysan yhy 30 sano Shacabka Somalia Qeyb weyn ay ka yhn Dowlad xumada io Qabyaalada Siyaasi xun oo dantiisa shaqsiga ah wata aya Caqligooda io Dhiigooda ku ciyaaaara 2w Like Reply See translation 7,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Ilyas Omar Ali Nur Mohamed Bulshada gobolada ku dhaqan siiba shabelada hoose Dad Aan wax baran u badan yihin. 2w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Mohamed Amiin Munasar inuu ilmaha caanahooda in laga siiyey ma ogtihiin si uu ubuun buuniyo cadawga koonfur galbeed 2w Like Reply See translation 10,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid036pmPejLHBtjg4quhAV3oC8xd35YADFrqzDm9sWaRi1YuWcKqa1D9d3tJWCJgRiTEl,not crime-related,Unknown
"Quick and fast. Waajid district of Bakool region, where the minister of port and marine transport of JFS where people gathered. · See original · Rate this translation",https://www.facebook.com/MunasarMohamedAbd,not crime-related,South West
"Quick and fast. Waajid district of Bakool region, where the minister of port and marine transport of JFS where people gathered.",https://www.facebook.com/MunasarMohamedAbd,not crime-related,South West
Qabiilka waa sida basasha somalia marka lajogo jifo walba midka dowlada ugu jira Ayey Xumaan io wanaagba ku taageereysa waana sababta dalka u hormari weysan yhy 30 sano Shacabka Somalia Qeyb weyn ay ka yhn Dowlad xumada io Qabyaalada Siyaasi xun oo dantiisa shaqsiga ah wata aya Caqligooda io Dhiigooda ku ciyaaaara,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Ali Nur Mohamed Bulshada gobolada ku dhaqan siiba shabelada hoose Dad Aan wax baran u badan yihin.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Breaking:- The safety army of Southwest condemned the attack on civilians that were harmed by the army that to… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Breaking:- The safety army of Southwest condemned the attack on civilians that were harmed by the army that to… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Degdeg:- Ciidanka badbaadada Koonfur Galbeed oo cambaareeyay duulaan dad shacab ah lagu waxyeelayay oo ay fuliyeen ciidan ka amar qaata maamulka Lafta Gareen.,https://www.facebook.com/MunasarMohamedAbd,crime-related,Unknown
Munasar inuu ilmaha caanahooda in laga siiyey ma ogtihiin si uu ubuun buuniyo cadawga koonfur galbeed,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Somnet & discount golden opportunity for Eid. Let's take advantage of it.… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Somnet & discount golden opportunity for Eid. Let's take advantage of it.… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
"Somnet & qiima dhimis fursad dahab ah Eida aawgeed . Halaga faa'iideysto. Qiimo dhimis saddex maalin ee Ciidda ugu sameynay xirmooyinka kala ah $0.5 =unlimted data +voice 24 saac $1=5gb,+300 min, +100 sms Si aad uga shubato garaac *870# kadib dooro Lambar 3 kadib dooro xirmada aad rabto. #SomnetTelecom #QiimoDhimis #Mudnaan #CiidMubaarak",https://www.facebook.com/MunasarMohamedAbd,crime-related,Unknown
Hassan Hassanguure Waxa uu isku casiley qadiyad Qabil wuxu iska casiley qadiyad Qaran hadad Rabtan dhaha Qaran qabil 2w Like Reply See translation 7,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid03j7msnbLtEdqcmZbVufdBpQyADJ7TZA6WkZx5eW9bd7kozMVPoWueVNgUdfkswmCl,not crime-related,Unknown
Abdinasir M Ali Hassan Hassanguure Mida Garguurta Wada Waa Nuucma 2w Like Reply See translation,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid03j7msnbLtEdqcmZbVufdBpQyADJ7TZA6WkZx5eW9bd7kozMVPoWueVNgUdfkswmCl,not crime-related,Unknown
Abdulahi Shuriye Hassan Waxa is dila madax mahin ee waa dhalinyaro 2w Like Reply See translation 29,https://www.facebook.com/MunasarMohamedAbd,crime-related,Unknown
Ina Cali Xaashi Jimcaale Abdulahi Shuriye Hassan dhalinyarada ay xaabo ahaan ushidanayan siyasiyiinta maa ayaga laysku balamiyo 2w Like Reply See translation 1,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Global Fertility Center has given Eid to children born in the center. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Global Fertility Center has given Eid to children born in the center.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
BREAKING: The deputy minister of the ministry of planning XFS Maxamed Aadan Mohamed resigned from the position… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
BREAKING: The deputy minister of the ministry of planning XFS Maxamed Aadan Mohamed resigned from the position… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Waxa uu isku casiley qadiyad Qabil wuxu iska casiley qadiyad Qaran hadad Rabtan dhaha Qaran qabil,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Hassan Hassanguure Mida Garguurta Wada Waa Nuucma,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Baydhaba where people are running away from each other. War is not the solution. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Baydhaba where people are running away from each other. War is not the solution.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Waxa is dila madax mahin ee waa dhalinyaro,https://www.facebook.com/MunasarMohamedAbd,crime-related,Unknown
Abdulahi Shuriye Hassan dhalinyarada ay xaabo ahaan ushidanayan siyasiyiinta maa ayaga laysku balamiyo,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Ismacil Cali Xersi Dhacdo runti quus Ah maahan Alx waa horumar iyo Bilicda casimada muqdisho Hawen wanak san 2w Like Reply See translation 16,https://www.facebook.com/MunasarMohamedAbd,crime-related,Banaadir
Abdirahman Ali Munasar Maxamed China 2 million dollar soo dhiibtay Hormuud 700 kun dollar soo dhiibtay Dahabshiil 800 kun dollar soo dhiibtay Golis 250 kun dollar soo dhiibtay Xagey ka baxeen lacagahaas mise waa un hadal ayay ahaayeen 2w Like Reply See translation 8,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Abdiftaax Abdiyaasiin Qof walboo somali ah ayaa min 100$ la siin rabay saqiir iyo kabiir marka waa in si deg deg ah lacagta loo soo fasaxaa 2w Like Reply See translation 10,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Omar Ahmed Abdi Munasar Maxamed ninkaani siyaasi ka caqli badan maba jiro xiligaan lajoogo dan gaar ah ayuu meel iskadhigay danta degaankiisa … See more 2w Like Reply See translation 15,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid038HCCNULa9Fi1LVm8A8eYqR9FtaCXiACSDi6TKiGKQfgD1jECjS5v2SgG9qkffzUl,not crime-related,Unknown
Mohaned Osman Ahmed Hada awod bu sheganaya hadhowna wuxu leyahy wey iiga fakatay laga yelimaayo Saad ugu fakisay baa adna lagugu fakinaa 2w Like Reply See translation 209,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
This is not a dream it's a reality. I swear Mogadishu has taken a step. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Banaadir
This is not a dream it's a reality. I swear Mogadishu has taken a step.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Banaadir
Dhacdo runti quus Ah maahan Alx waa horumar iyo Bilicda casimada muqdisho Hawen wanak san,https://www.facebook.com/MunasarMohamedAbd,crime-related,Banaadir
More than 6.5 million people living in Somalia are facing drought.… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
More than 6.5 million people living in Somalia are facing drought.… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Munasar Maxamed China 2 million dollar soo dhiibtay Hormuud 700 kun dollar soo dhiibtay Dahabshiil 800 kun dollar soo dhiibtay Golis 250 kun dollar soo dhiibtay Xagey ka baxeen lacagahaas mise waa un hadal ayay ahaayeen,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Xagey ka baxeen lacagahaas mise waa un hadal ayay ahaayeen,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
"Dekeda Muqdisho oo lagu qabtey 10-Million oo dollar | Yaa lahaa lacagtaas , muxuuse yahay ninka la xirey ? Maxaa ka ji… See more",https://www.facebook.com/MunasarMohamedAbd,not crime-related,Banaadir
"Dekeda Muqdisho oo lagu qabtey 10-Million oo dollar | Yaa lahaa lacagtaas , muxuuse yahay ninka la xirey ? Maxaa ka jira iney lacag been abuur ah iney tahay? Sii gudbi",https://www.facebook.com/MunasarMohamedAbd,not crime-related,Banaadir
Qof walboo somali ah ayaa min 100$ la siin rabay saqiir iyo kabiir marka waa in si deg deg ah lacagta loo soo fasaxaa,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Jaale Qoorqoor goorma ayuu isna ka degaya Tareenka sii liicaya ee Xasan Sheikh ? Mise sheekadiisu waa mukulaal meeshay… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Munasar Maxamed ninkaani siyaasi ka caqli badan maba jiro xiligaan lajoogo dan gaar ah ayuu meel iskadhigay danta degaankiisa … See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
A hidden camera captured a soldier killing a civilian. Here is Ceelqalow. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
A hidden camera captured a soldier killing a civilian. Here is Ceelqalow.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Hada awod bu sheganaya hadhowna wuxu leyahy wey iiga fakatay laga yelimaayo Saad ugu fakisay baa adna lagugu fakinaa,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Mohamed Ahmed Ali Aniga ayaa Ku Sugan xarunta wasaarada amniga wax iska hor imaasho la yiraahdo ma jiro kaliya hub ayaa la baraaweenay Amniga baydhabo yaa la sumcad xumeen ! 3w Like Reply See translation 15,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid0Hq6q5mZJNSYVxDCXD1Rik1n8Pnksus7PsCgc7v3mtH17kGrPDCgxYTsupDZt16L5l,crime-related,South West
Neenaa Cadey Subxnalah cawa waxaa is dhahay hobiyihii somaliland srail uwaday ma leydinku so qaldaa is lahaa 3w Like Reply See translation 107,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Mohamed Ali Gaab Haddu ka adkaado DFS maxaad sheegi doonta xiligaasi. 3w Like Reply See translation 5,https://www.facebook.com/MunasarMohamedAbd/posts/pfbid02HwKqsLKPhFKLZ7pRvM5h91bWCUSxC58A2ks2AuH2i1RWYxtYkmXHd1jCsXuo57ABl,not crime-related,Unknown
Breaking news:- The village of Cuney in Baidoa town has just fallen on this heavy gun. The damage caused by it is not clear. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,South West
Breaking news:- The village of Cuney in Baidoa town has just fallen on this heavy gun. The damage caused by it is not clear.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,South West
Aniga ayaa Ku Sugan xarunta wasaarada amniga wax iska hor imaasho la yiraahdo ma jiro kaliya hub ayaa la baraaweenay Amniga baydhabo yaa la sumcad xumeen !,https://www.facebook.com/MunasarMohamedAbd,crime-related,South West
Aniga ayaa Ku Sugan xarunta wasaarada amniga wax iska hor imaasho la yiraahdo ma jiro kaliya hub ayaa la baraaweenay,https://www.facebook.com/MunasarMohamedAbd,crime-related,South West
Quick and fast. He is going live from the Baidoa Battle. This is the situation tonight. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,South West
Quick and fast. He is going live from the Baidoa Battle. This is the situation tonight.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,South West
Breaking news: fighting has started in Baidoa city. The opposition army and the southwest are fighting in the city and at this time there is heavy gunfire. · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,South West
Breaking news: fighting has started in Baidoa city. The opposition army and the southwest are fighting in the city and at this time there is heavy gunfire.,https://www.facebook.com/MunasarMohamedAbd,not crime-related,South West
Garasbaaley and Deynile were fired and some of them fell. The Xalane side of the airport something happened.… See more · See original · Rate this translation,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Garasbaaley and Deynile were fired and some of them fell. The Xalane side of the airport something happened.… See more,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
Subxnalah cawa waxaa is dhahay hobiyihii somaliland srail uwaday ma leydinku so qaldaa is lahaa,https://www.facebook.com/MunasarMohamedAbd,not crime-related,Unknown
